venue_name,street_hint,title,description,weekday,start_time,end_time,price,currency,restrictions,category,confidence,source_snippet,source_url,scrape_allowed
Einstein Bros. Bagels,1501 South Boulevard,Special,,,,,2,USD,,brunch,medium,"Come to an Einstein Bros. Bagels near you and get your bagel on! Stop by for your daily fresh-baked bagel and coffee to start the day right. With over 20 flavors to choose from you can enjoy Classic bagels like Sesame, Onion and Everything,",https://locations.einsteinbros.com/us/nc/charlotte/1501-south-blvd,true
Einstein Bros. Bagels,1501 South Boulevard,Special,,,,,2,USD,,brunch,medium,"Got a group – large or small? We specialize in having great deals and plenty of bagel flavors so you have a little something for everyone – from kids to parents, or friends to coworkers. Our Baker's Dozen with Shmear is a fresh-from-the- ov",https://locations.einsteinbros.com/us/nc/charlotte/1501-south-blvd,true
Gilde Brewery,3530 Dewitt Lane,Special,,Thursday,,,,,,drinks;happy_hour,low,"Reviewsreview by - Yelp Brianna B: Friendly service as soon as you walk in, opted to sit at the bar and had great service the entire evening. The schnitzel with the mushroom sauce was one of the best I've had in a long time...review by - Ye",https://gilde1546.com/,true
Gilde Brewery,3530 Dewitt Lane,Special,,Thursday,,,,,,drinks;happy_hour,low,"review by - Yelp Brianna B: Friendly service as soon as you walk in, opted to sit at the bar and had great service the entire evening. The schnitzel with the mushroom sauce was one of the best I've had in a long time...review by - Yelp Mark",https://gilde1546.com/,true
Gilde Brewery,3530 Dewitt Lane,Special,,Thursday,,,,,,drinks;happy_hour,low,"review by - Yelp Brianna B: Friendly service as soon as you walk in, opted to sit at the bar and had great service the entire evening. The schnitzel with the mushroom sauce was one of the best I've had in a long time...review by - Yelp Mark",https://gilde1546.com/,true
Gilde Brewery,3530 Dewitt Lane,Special,,Thursday,,,,,,drinks;happy_hour,low,"review by - Yelp David K: Not busy on a Thursday evening but made the first visit even better. The food was good, loved the bratwurst and sauerkraut, plus glad not to have to rely on a food truck. The beer is great...",https://gilde1546.com/,true
Gilde Brewery,3530 Dewitt Lane,Special,,Thursday,,,,,,drinks;happy_hour,low,"Not busy on a Thursday evening but made the first visit even better. The food was good, loved the bratwurst and sauerkraut, plus glad not to have to rely on a food truck. The beer is great...",https://gilde1546.com/,true
IHOP,230 East W T Harris Boulevard,Special,,Monday,07:00,22:00,,,,burgers;drinks;happy_hour,medium,"Select Search Type Find an IHOP Near You Enter address, city, or zip code Search IHOP Breakfast Restaurants Near You at 230 E Wt Harris Blvd 230 E Wt Harris Blvd Charlotte, NC 28262 (704) 717-9600 Start Order Directions Restaurant Hours Mon",https://restaurants.ihop.com/en-us/nc/charlotte/breakfast-230-e-wt-harris-blvd-4500,true
IHOP,230 East W T Harris Boulevard,Special,,Monday,07:00,22:00,,,,burgers,medium,"IHOP Breakfast Restaurants Near You at 230 E Wt Harris Blvd 230 E Wt Harris Blvd Charlotte, NC 28262 (704) 717-9600 Start Order Directions Restaurant Hours Monday 07:00am - 10:00pm Tuesday 07:00am - 10:00pm Wednesday 07:00am - 10:00pm Thurs",https://restaurants.ihop.com/en-us/nc/charlotte/breakfast-230-e-wt-harris-blvd-4500,true
IHOP,230 East W T Harris Boulevard,Special,,Monday,07:00,22:00,,,,burgers,medium,"230 E Wt Harris Blvd Charlotte, NC 28262 (704) 717-9600 Start Order Directions Restaurant Hours Monday 07:00am - 10:00pm Tuesday 07:00am - 10:00pm Wednesday 07:00am - 10:00pm Thursday 07:00am - 10:00pm Friday 07:00am - 12:00am Saturday 07:0",https://restaurants.ihop.com/en-us/nc/charlotte/breakfast-230-e-wt-harris-blvd-4500,true
IHOP,230 East W T Harris Boulevard,Special,,Monday,07:00,22:00,,,,,low,"Restaurant Hours Monday 07:00am - 10:00pm Tuesday 07:00am - 10:00pm Wednesday 07:00am - 10:00pm Thursday 07:00am - 10:00pm Friday 07:00am - 12:00am Saturday 07:00am - 12:00am Sunday 07:00am - 10:00pm if(typeof window.hours[""2763""] == 'undef",https://restaurants.ihop.com/en-us/nc/charlotte/breakfast-230-e-wt-harris-blvd-4500,true
IHOP,230 East W T Harris Boulevard,Special,,Monday,07:00,22:00,,,,,low,"Monday 07:00am - 10:00pm Tuesday 07:00am - 10:00pm Wednesday 07:00am - 10:00pm Thursday 07:00am - 10:00pm Friday 07:00am - 12:00am Saturday 07:00am - 12:00am Sunday 07:00am - 10:00pm if(typeof window.hours[""2763""] == 'undefined') window.hou",https://restaurants.ihop.com/en-us/nc/charlotte/breakfast-230-e-wt-harris-blvd-4500,true
IHOP,16015 Lancaster Highway,Special,,Monday,06:00,22:00,,,,burgers;drinks;happy_hour,medium,"Select Search Type Find an IHOP Near You Enter address, city, or zip code Search IHOP Breakfast Restaurants Near You at 16015-A Lancaster Hwy 16015-A Lancaster Hwy Charlotte, NC 28277 (980) 580-0251 Start Order Directions Restaurant Hours M",https://restaurants.ihop.com/en-us/nc/charlotte/breakfast-16015-a-lancaster-hwy-3423,true
IHOP,16015 Lancaster Highway,Special,,Monday,06:00,22:00,,,,burgers,medium,"IHOP Breakfast Restaurants Near You at 16015-A Lancaster Hwy 16015-A Lancaster Hwy Charlotte, NC 28277 (980) 580-0251 Start Order Directions Restaurant Hours Monday 06:00am - 10:00pm Tuesday 06:00am - 10:00pm Wednesday 06:00am - 10:00pm Thu",https://restaurants.ihop.com/en-us/nc/charlotte/breakfast-16015-a-lancaster-hwy-3423,true
IHOP,16015 Lancaster Highway,Special,,Monday,06:00,22:00,,,,burgers,medium,"16015-A Lancaster Hwy Charlotte, NC 28277 (980) 580-0251 Start Order Directions Restaurant Hours Monday 06:00am - 10:00pm Tuesday 06:00am - 10:00pm Wednesday 06:00am - 10:00pm Thursday 06:00am - 10:00pm Friday 06:00am - 10:00pm Saturday 06:",https://restaurants.ihop.com/en-us/nc/charlotte/breakfast-16015-a-lancaster-hwy-3423,true
IHOP,16015 Lancaster Highway,Special,,Monday,06:00,22:00,,,,,low,"Restaurant Hours Monday 06:00am - 10:00pm Tuesday 06:00am - 10:00pm Wednesday 06:00am - 10:00pm Thursday 06:00am - 10:00pm Friday 06:00am - 10:00pm Saturday 06:00am - 10:00pm Sunday 06:00am - 10:00pm if(typeof window.hours[""1041""] == 'undef",https://restaurants.ihop.com/en-us/nc/charlotte/breakfast-16015-a-lancaster-hwy-3423,true
IHOP,16015 Lancaster Highway,Special,,Monday,06:00,22:00,,,,,low,"Monday 06:00am - 10:00pm Tuesday 06:00am - 10:00pm Wednesday 06:00am - 10:00pm Thursday 06:00am - 10:00pm Friday 06:00am - 10:00pm Saturday 06:00am - 10:00pm Sunday 06:00am - 10:00pm if(typeof window.hours[""1041""] == 'undefined') window.hou",https://restaurants.ihop.com/en-us/nc/charlotte/breakfast-16015-a-lancaster-hwy-3423,true
Jack in the Box,4505 Randolph Road,Special,,Monday,04:00,04:00,,,,tacos;burgers,medium,"jQuery(document).ready(function() { var amenitiesString = ""{&quot;has_drive_through&quot;:&quot;true&quot;}""; var objAmenities = JSON.parse(amenitiesString.replace(/&quot;/g, '""')); content = """"; jQuery.each(objAmenities, function(i, item) ",https://locations.jackinthebox.com/us/nc/charlotte/4505-randolph-rd,true
Jack in the Box,4505 Randolph Road,Special,,Monday,04:00,04:00,,,,,low,"Jack in the Box OPEN TODAY UNTIL 04:00 A.M. 4505 Randolph Rd Charlotte, NC 28211 (704) 362-1709 View Menu Get Directions Order NOW Download APP Download APP Available at this Location DRIVE-THRU HOURS Today 04:00 AM to 04:00 AM Monday 04:00",https://locations.jackinthebox.com/us/nc/charlotte/4505-randolph-rd,true
Jack in the Box,4505 Randolph Road,Special,,Monday,04:00,04:00,,,,,low,"4505 Randolph Rd Charlotte, NC 28211 (704) 362-1709 View Menu Get Directions Order NOW Download APP Download APP Available at this Location DRIVE-THRU HOURS Today 04:00 AM to 04:00 AM Monday 04:00 AM to 04:00 AM Tuesday 04:00 AM to 04:00 AM",https://locations.jackinthebox.com/us/nc/charlotte/4505-randolph-rd,true
Jack in the Box,4505 Randolph Road,Special,,Monday,04:00,04:00,,,,,low,DRIVE-THRU HOURS Today 04:00 AM to 04:00 AM Monday 04:00 AM to 04:00 AM Tuesday 04:00 AM to 04:00 AM Wednesday 04:00 AM to 04:00 AM Thursday 04:00 AM to 04:00 AM Friday 04:00 AM to 04:00 AM Saturday 04:00 AM to 04:00 AM LOBBY HOURS Today 08,https://locations.jackinthebox.com/us/nc/charlotte/4505-randolph-rd,true
Jack in the Box,4505 Randolph Road,Special,,Monday,04:00,04:00,,,,,low,Today 04:00 AM to 04:00 AM Monday 04:00 AM to 04:00 AM Tuesday 04:00 AM to 04:00 AM Wednesday 04:00 AM to 04:00 AM Thursday 04:00 AM to 04:00 AM Friday 04:00 AM to 04:00 AM Saturday 04:00 AM to 04:00 AM,https://locations.jackinthebox.com/us/nc/charlotte/4505-randolph-rd,true
Jack in the Box,,Special,,Monday,08:00,01:00,,,,tacos;burgers,medium,"jQuery(document).ready(function() { var amenitiesString = ""{&quot;has_drive_through&quot;:&quot;true&quot;}""; var objAmenities = JSON.parse(amenitiesString.replace(/&quot;/g, '""')); content = """"; jQuery.each(objAmenities, function(i, item) ",https://locations.jackinthebox.com/us/nc/charlotte/7806-forest-point-blvd,true
Jack in the Box,,Special,,Monday,08:00,01:00,,,,,low,"Jack in the Box OPEN TODAY UNTIL 01:00 A.M. 7806 Forest Point Blvd Charlotte, NC 28217 (704) 527-1681 View Menu Get Directions Order NOW Download APP Download APP Available at this Location DRIVE-THRU HOURS Today 08:00 AM to 01:00 AM Monday",https://locations.jackinthebox.com/us/nc/charlotte/7806-forest-point-blvd,true
Jack in the Box,,Special,,Monday,08:00,01:00,,,,,low,"7806 Forest Point Blvd Charlotte, NC 28217 (704) 527-1681 View Menu Get Directions Order NOW Download APP Download APP Available at this Location DRIVE-THRU HOURS Today 08:00 AM to 01:00 AM Monday 08:00 AM to 01:00 AM Tuesday 08:00 AM to 01",https://locations.jackinthebox.com/us/nc/charlotte/7806-forest-point-blvd,true
Jack in the Box,,Special,,Monday,08:00,01:00,,,,,low,DRIVE-THRU HOURS Today 08:00 AM to 01:00 AM Monday 08:00 AM to 01:00 AM Tuesday 08:00 AM to 01:00 AM Wednesday 08:00 AM to 01:00 AM Thursday 08:00 AM to 03:00 AM Friday 08:00 AM to 03:00 AM Saturday 08:00 AM to 03:00 AM LOBBY HOURS Today 08,https://locations.jackinthebox.com/us/nc/charlotte/7806-forest-point-blvd,true
Jack in the Box,,Special,,Monday,08:00,01:00,,,,,low,Today 08:00 AM to 01:00 AM Monday 08:00 AM to 01:00 AM Tuesday 08:00 AM to 01:00 AM Wednesday 08:00 AM to 01:00 AM Thursday 08:00 AM to 03:00 AM Friday 08:00 AM to 03:00 AM Saturday 08:00 AM to 03:00 AM,https://locations.jackinthebox.com/us/nc/charlotte/7806-forest-point-blvd,true
Jack in the Box,220 North Hoskins Road,Special,,Monday,04:00,04:00,,,,tacos;burgers,medium,"jQuery(document).ready(function() { var amenitiesString = ""{&quot;has_drive_through&quot;:&quot;true&quot;}""; var objAmenities = JSON.parse(amenitiesString.replace(/&quot;/g, '""')); content = """"; jQuery.each(objAmenities, function(i, item) ",https://locations.jackinthebox.com/us/nc/charlotte/220-n-hoskins-rd,true
Jack in the Box,220 North Hoskins Road,Special,,Monday,04:00,04:00,,,,,low,"Jack in the Box OPEN TODAY UNTIL 04:00 A.M. 220 N Hoskins Rd Charlotte, NC 28216 (704) 392-6166 View Menu Get Directions Order NOW Download APP Download APP Available at this Location DRIVE-THRU HOURS Today 04:00 AM to 04:00 AM Monday 04:00",https://locations.jackinthebox.com/us/nc/charlotte/220-n-hoskins-rd,true
Jack in the Box,220 North Hoskins Road,Special,,Monday,04:00,04:00,,,,,low,"220 N Hoskins Rd Charlotte, NC 28216 (704) 392-6166 View Menu Get Directions Order NOW Download APP Download APP Available at this Location DRIVE-THRU HOURS Today 04:00 AM to 04:00 AM Monday 04:00 AM to 04:00 AM Tuesday 04:00 AM to 04:00 AM",https://locations.jackinthebox.com/us/nc/charlotte/220-n-hoskins-rd,true
Jack in the Box,220 North Hoskins Road,Special,,Monday,04:00,04:00,,,,,low,DRIVE-THRU HOURS Today 04:00 AM to 04:00 AM Monday 04:00 AM to 04:00 AM Tuesday 04:00 AM to 04:00 AM Wednesday 04:00 AM to 04:00 AM Thursday 04:00 AM to 04:00 AM Friday 04:00 AM to 04:00 AM Saturday 04:00 AM to 04:00 AM LOBBY HOURS Today 08,https://locations.jackinthebox.com/us/nc/charlotte/220-n-hoskins-rd,true
Jack in the Box,220 North Hoskins Road,Special,,Monday,04:00,04:00,,,,,low,Today 04:00 AM to 04:00 AM Monday 04:00 AM to 04:00 AM Tuesday 04:00 AM to 04:00 AM Wednesday 04:00 AM to 04:00 AM Thursday 04:00 AM to 04:00 AM Friday 04:00 AM to 04:00 AM Saturday 04:00 AM to 04:00 AM,https://locations.jackinthebox.com/us/nc/charlotte/220-n-hoskins-rd,true
Jack in the Box,10121 North Tryon Street,Special,,Monday,04:00,04:00,,,,tacos;burgers,medium,"jQuery(document).ready(function() { var amenitiesString = ""{&quot;has_drive_through&quot;:&quot;true&quot;}""; var objAmenities = JSON.parse(amenitiesString.replace(/&quot;/g, '""')); content = """"; jQuery.each(objAmenities, function(i, item) ",https://locations.jackinthebox.com/us/nc/charlotte/10121-n-tryon-st,true
Jack in the Box,10121 North Tryon Street,Special,,Monday,04:00,04:00,,,,,low,"Jack in the Box OPEN TODAY UNTIL 04:00 A.M. 10121 N Tryon St Charlotte, NC 28262 (704) 503-6882 View Menu Get Directions Order NOW Download APP Download APP Available at this Location DRIVE-THRU HOURS Today 04:00 AM to 04:00 AM Monday 04:00",https://locations.jackinthebox.com/us/nc/charlotte/10121-n-tryon-st,true
Jack in the Box,10121 North Tryon Street,Special,,Monday,04:00,04:00,,,,,low,"10121 N Tryon St Charlotte, NC 28262 (704) 503-6882 View Menu Get Directions Order NOW Download APP Download APP Available at this Location DRIVE-THRU HOURS Today 04:00 AM to 04:00 AM Monday 04:00 AM to 04:00 AM Tuesday 04:00 AM to 04:00 AM",https://locations.jackinthebox.com/us/nc/charlotte/10121-n-tryon-st,true
Jack in the Box,10121 North Tryon Street,Special,,Monday,04:00,04:00,,,,,low,DRIVE-THRU HOURS Today 04:00 AM to 04:00 AM Monday 04:00 AM to 04:00 AM Tuesday 04:00 AM to 04:00 AM Wednesday 04:00 AM to 04:00 AM Thursday 04:00 AM to 04:00 AM Friday 04:00 AM to 04:00 AM Saturday 04:00 AM to 04:00 AM LOBBY HOURS Today 08,https://locations.jackinthebox.com/us/nc/charlotte/10121-n-tryon-st,true
Jack in the Box,10121 North Tryon Street,Special,,Monday,04:00,04:00,,,,,low,Today 04:00 AM to 04:00 AM Monday 04:00 AM to 04:00 AM Tuesday 04:00 AM to 04:00 AM Wednesday 04:00 AM to 04:00 AM Thursday 04:00 AM to 04:00 AM Friday 04:00 AM to 04:00 AM Saturday 04:00 AM to 04:00 AM,https://locations.jackinthebox.com/us/nc/charlotte/10121-n-tryon-st,true
JackBeagle's,3213 North Davidson Street,Special,,,,,,,,,low,Menu Drinks Parties NoDa Mt Holly Morehead Catering NoDa Mt Holly Morehead Jobs NoDa Mt Holly Morehead Locations Specials NoDa Mt Holly Morehead Events NoDa Mt Holly Morehead Online OrderFacebook pageYelp page,https://jackbeagles.com/,true
JackBeagle's,3213 North Davidson Street,Special,,,,,,,,,low,Specials NoDa Mt Holly Morehead,https://jackbeagles.com/,true
JackBeagle's,3213 North Davidson Street,Special,,,,,,,,,low,Facebook pageYelp pageToggle navigation Menu Drinks Parties NoDa Mt Holly Morehead Catering NoDa Mt Holly Morehead Jobs NoDa Mt Holly Morehead Locations Specials NoDa Mt Holly Morehead Events NoDa Mt Holly Morehead,https://jackbeagles.com/,true
JackBeagle's,3213 North Davidson Street,Special,,,,,,,,,low,Menu Drinks Parties NoDa Mt Holly Morehead Catering NoDa Mt Holly Morehead Jobs NoDa Mt Holly Morehead Locations Specials NoDa Mt Holly Morehead Events NoDa Mt Holly Morehead,https://jackbeagles.com/,true
JackBeagle's,3213 North Davidson Street,Special,,,,,,,,wings;burgers;drinks;happy_hour,low,"JackBeagle, Last of the Giant Beagles.JackBeagle's is NoDa's favorite bar and restaurant. Serving amazing hand-crafted food in a high-energy yet casual atmosphere. You will be hard-pressed to find a better Cheese Steak, Burger, French fries",https://jackbeagles.com/,true
Jamba,5501 Josh Birmingham Parkway,Special,,MONDAY,08:00,19:00,,,,,medium,Jamba Charlotte/Douglas Int'l Airport 8:00 AM - 7:00 PM 8:00 AM - 7:00 PM 8:00 AM - 7:00 PM 8:00 AM - 7:00 PM 8:00 AM - 7:00 PM 8:00 AM - 7:00 PM 8:00 AM - 7:00 PMorder onlineorder deliveryContactMain Number(704) 359-9572(704) 359-95725501 ,https://locations.jamba.com/nc/charlotte/5501-josh-birmingham-pkwy,true
